$ java -jar RankLib-2.1-patched.jar -ranker 0 -metric2t NDCG@20 -gmax 4 -tts 0.8 -feature features.txt -train task3_train_norm.txt 

[+] General Parameters:
Training data:	task3_train_norm.txt
Train-Test split: 0.8
Feature vector representation: Dense.
Ranking method:	MART
Feature description file:	features.txt
Train metric:	NDCG@20
Test metric:	NDCG@20
Feature normalization: No

[+] MART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 256
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [task3_train_norm.txt]... [Done.]            
(7033 ranked lists, 75057 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@20-T | NDCG@20-V | 
---------------------------------
1       | 0.7014    | 
2       | 0.7085    | 
3       | 0.7142    | 
4       | 0.717     | 
5       | 0.719     | 
6       | 0.7231    | 
7       | 0.724     | 
8       | 0.7264    | 
9       | 0.7282    | 
10      | 0.729     | 
11      | 0.7309    | 
12      | 0.7326    | 
13      | 0.7321    | 
14      | 0.7322    | 
15      | 0.7333    | 
16      | 0.7337    | 
17      | 0.7343    | 
18      | 0.7348    | 
19      | 0.7352    | 
20      | 0.7362    | 
21      | 0.7362    | 
22      | 0.7367    | 
23      | 0.7373    | 
24      | 0.7368    | 
25      | 0.7381    | 
26      | 0.7384    | 
27      | 0.738     | 
28      | 0.7392    | 
29      | 0.7403    | 
30      | 0.7404    | 
31      | 0.7407    | 
32      | 0.7408    | 
33      | 0.7408    | 
34      | 0.7409    | 
35      | 0.7414    | 
36      | 0.7417    | 
37      | 0.7417    | 
38      | 0.742     | 
39      | 0.7424    | 
40      | 0.7426    | 
41      | 0.7427    | 
42      | 0.743     | 
43      | 0.7437    | 
44      | 0.7436    | 
45      | 0.7439    | 
46      | 0.7442    | 
47      | 0.7445    | 
48      | 0.7445    | 
49      | 0.7449    | 
50      | 0.7451    | 
51      | 0.7454    | 
52      | 0.7457    | 
53      | 0.7459    | 
54      | 0.7458    | 
55      | 0.7461    | 
56      | 0.7465    | 
57      | 0.7466    | 
58      | 0.7469    | 
59      | 0.747     | 
60      | 0.7472    | 
61      | 0.7474    | 
62      | 0.7475    | 
63      | 0.7477    | 
64      | 0.7478    | 
65      | 0.748     | 
66      | 0.7481    | 
67      | 0.7482    | 
68      | 0.7481    | 
69      | 0.748     | 
70      | 0.7485    | 
71      | 0.7487    | 
72      | 0.7486    | 
73      | 0.7485    | 
74      | 0.7485    | 
75      | 0.7488    | 
76      | 0.7489    | 
77      | 0.7489    | 
78      | 0.7489    | 
79      | 0.7491    | 
80      | 0.7492    | 
81      | 0.7493    | 
82      | 0.7495    | 
83      | 0.7496    | 
84      | 0.7496    | 
85      | 0.7497    | 
86      | 0.7502    | 
87      | 0.7502    | 
88      | 0.7504    | 
89      | 0.7506    | 
90      | 0.7505    | 
91      | 0.7508    | 
92      | 0.7507    | 
93      | 0.7509    | 
94      | 0.7511    | 
95      | 0.7512    | 
96      | 0.7512    | 
97      | 0.7514    | 
98      | 0.7516    | 
99      | 0.7514    | 
100     | 0.7517    | 
101     | 0.752     | 
102     | 0.7518    | 
103     | 0.7516    | 
104     | 0.7516    | 
105     | 0.7519    | 
106     | 0.7521    | 
107     | 0.7519    | 
108     | 0.7521    | 
109     | 0.7521    | 
110     | 0.7524    | 
111     | 0.7522    | 
112     | 0.7522    | 
113     | 0.7522    | 
114     | 0.7523    | 
115     | 0.7522    | 
116     | 0.7524    | 
117     | 0.7524    | 
118     | 0.7526    | 
119     | 0.7524    | 
120     | 0.7526    | 
121     | 0.7525    | 
122     | 0.7526    | 
123     | 0.7526    | 
124     | 0.7528    | 
125     | 0.7531    | 
126     | 0.753     | 
127     | 0.7534    | 
128     | 0.7533    | 
129     | 0.7534    | 
130     | 0.7533    | 
131     | 0.7531    | 
132     | 0.7533    | 
133     | 0.7536    | 
134     | 0.7536    | 
135     | 0.7536    | 
136     | 0.7537    | 
137     | 0.7538    | 
138     | 0.7538    | 
139     | 0.7538    | 
140     | 0.754     | 
141     | 0.7538    | 
142     | 0.7538    | 
143     | 0.7539    | 
144     | 0.7542    | 
145     | 0.7543    | 
146     | 0.7544    | 
147     | 0.7546    | 
148     | 0.7546    | 
149     | 0.7546    | 
150     | 0.7547    | 
151     | 0.7548    | 
152     | 0.7548    | 
153     | 0.7549    | 
154     | 0.7547    | 
155     | 0.7545    | 
156     | 0.7546    | 
157     | 0.7547    | 
158     | 0.7548    | 
159     | 0.755     | 
160     | 0.7552    | 
161     | 0.7553    | 
162     | 0.7553    | 
163     | 0.7553    | 
164     | 0.7554    | 
165     | 0.7555    | 
166     | 0.7556    | 
167     | 0.7557    | 
168     | 0.7558    | 
169     | 0.7558    | 
170     | 0.7557    | 
171     | 0.7558    | 
172     | 0.7557    | 
173     | 0.7558    | 
174     | 0.7558    | 
175     | 0.7559    | 
176     | 0.7559    | 
177     | 0.7557    | 
178     | 0.7557    | 
179     | 0.7557    | 
180     | 0.7559    | 
181     | 0.7558    | 
182     | 0.7559    | 
183     | 0.7561    | 
184     | 0.7563    | 
185     | 0.7564    | 
186     | 0.7565    | 
187     | 0.7564    | 
188     | 0.7565    | 
189     | 0.7566    | 
190     | 0.7566    | 
191     | 0.7565    | 
192     | 0.7565    | 
193     | 0.7565    | 
194     | 0.7567    | 
195     | 0.7567    | 
196     | 0.7568    | 
197     | 0.7568    | 
198     | 0.7567    | 
199     | 0.7567    | 
200     | 0.7567    | 
201     | 0.7566    | 
202     | 0.7569    | 
203     | 0.7571    | 
204     | 0.7571    | 
205     | 0.7573    | 
206     | 0.7573    | 
207     | 0.7573    | 
208     | 0.7574    | 
209     | 0.7573    | 
210     | 0.7575    | 
211     | 0.7578    | 
212     | 0.7577    | 
213     | 0.7579    | 
214     | 0.7577    | 
215     | 0.7581    | 
216     | 0.758     | 
217     | 0.7579    | 
218     | 0.7579    | 
219     | 0.758     | 
220     | 0.7581    | 
221     | 0.758     | 
222     | 0.7581    | 
223     | 0.7581    | 
224     | 0.758     | 
225     | 0.758     | 
226     | 0.758     | 
227     | 0.7585    | 
228     | 0.7586    | 
229     | 0.7586    | 
230     | 0.7587    | 
231     | 0.7587    | 
232     | 0.7588    | 
233     | 0.7587    | 
234     | 0.7588    | 
235     | 0.7586    | 
236     | 0.7587    | 
237     | 0.7586    | 
238     | 0.7588    | 
239     | 0.7589    | 
240     | 0.7589    | 
241     | 0.759     | 
242     | 0.7589    | 
243     | 0.759     | 
244     | 0.7591    | 
245     | 0.7591    | 
246     | 0.7591    | 
247     | 0.7592    | 
248     | 0.7594    | 
249     | 0.7594    | 
250     | 0.7593    | 
251     | 0.7594    | 
252     | 0.7593    | 
253     | 0.7594    | 
254     | 0.7594    | 
255     | 0.7595    | 
256     | 0.7595    | 
257     | 0.7593    | 
258     | 0.7594    | 
259     | 0.7597    | 
260     | 0.7598    | 
261     | 0.7598    | 
262     | 0.7599    | 
263     | 0.76      | 
264     | 0.7601    | 
265     | 0.7603    | 
266     | 0.7604    | 
267     | 0.7602    | 
268     | 0.7603    | 
269     | 0.7604    | 
270     | 0.7603    | 
271     | 0.7604    | 
272     | 0.7605    | 
273     | 0.7604    | 
274     | 0.7606    | 
275     | 0.7604    | 
276     | 0.7605    | 
277     | 0.7605    | 
278     | 0.7605    | 
279     | 0.7607    | 
280     | 0.7606    | 
281     | 0.7606    | 
282     | 0.7606    | 
283     | 0.7605    | 
284     | 0.7604    | 
285     | 0.7605    | 
286     | 0.7607    | 
287     | 0.7607    | 
288     | 0.7609    | 
289     | 0.7609    | 
290     | 0.7609    | 
291     | 0.761     | 
292     | 0.7611    | 
293     | 0.7613    | 
294     | 0.7614    | 
295     | 0.7614    | 
296     | 0.7612    | 
297     | 0.7614    | 
298     | 0.7615    | 
299     | 0.7615    | 
300     | 0.7616    | 
301     | 0.7615    | 
302     | 0.7615    | 
303     | 0.7614    | 
304     | 0.7615    | 
305     | 0.7616    | 
306     | 0.7616    | 
307     | 0.7616    | 
308     | 0.7616    | 
309     | 0.7616    | 
310     | 0.7617    | 
311     | 0.7617    | 
312     | 0.7617    | 
313     | 0.7617    | 
314     | 0.7617    | 
315     | 0.7618    | 
316     | 0.7618    | 
317     | 0.7617    | 
318     | 0.7617    | 
319     | 0.7618    | 
320     | 0.7619    | 
321     | 0.7619    | 
322     | 0.7619    | 
323     | 0.7619    | 
324     | 0.762     | 
325     | 0.7619    | 
326     | 0.7622    | 
327     | 0.7622    | 
328     | 0.7625    | 
329     | 0.7624    | 
330     | 0.7625    | 
331     | 0.7625    | 
332     | 0.7625    | 
333     | 0.7626    | 
334     | 0.7626    | 
335     | 0.7627    | 
336     | 0.7626    | 
337     | 0.7627    | 
338     | 0.7628    | 
339     | 0.7629    | 
340     | 0.7632    | 
341     | 0.7631    | 
342     | 0.7631    | 
343     | 0.7629    | 
344     | 0.7629    | 
345     | 0.7628    | 
346     | 0.763     | 
347     | 0.7632    | 
348     | 0.7632    | 
349     | 0.7632    | 
350     | 0.7633    | 
351     | 0.7634    | 
352     | 0.7635    | 
353     | 0.7636    | 
354     | 0.7637    | 
355     | 0.7636    | 
356     | 0.7636    | 
357     | 0.7636    | 
358     | 0.7636    | 
359     | 0.7635    | 
360     | 0.7639    | 
361     | 0.764     | 
362     | 0.7639    | 
363     | 0.7637    | 
364     | 0.7637    | 
365     | 0.7638    | 
366     | 0.764     | 
367     | 0.7641    | 
368     | 0.7642    | 
369     | 0.7642    | 
370     | 0.7642    | 
371     | 0.7642    | 
372     | 0.7642    | 
373     | 0.7643    | 
374     | 0.7644    | 
375     | 0.7643    | 
376     | 0.7642    | 
377     | 0.7642    | 
378     | 0.7641    | 
379     | 0.7642    | 
380     | 0.7644    | 
381     | 0.7642    | 
382     | 0.7642    | 
383     | 0.7642    | 
384     | 0.7642    | 
385     | 0.7642    | 
386     | 0.7642    | 
387     | 0.7642    | 
388     | 0.7643    | 
389     | 0.7643    | 
390     | 0.7643    | 
391     | 0.7645    | 
392     | 0.7645    | 
393     | 0.7645    | 
394     | 0.7645    | 
395     | 0.7646    | 
396     | 0.7645    | 
397     | 0.7646    | 
398     | 0.7646    | 
399     | 0.7647    | 
400     | 0.7647    | 
401     | 0.7648    | 
402     | 0.765     | 
403     | 0.765     | 
404     | 0.7652    | 
405     | 0.7652    | 
406     | 0.7652    | 
407     | 0.7653    | 
408     | 0.7654    | 
409     | 0.7654    | 
410     | 0.7653    | 
411     | 0.7653    | 
412     | 0.7654    | 
413     | 0.7654    | 
414     | 0.7655    | 
415     | 0.7654    | 
416     | 0.7656    | 
417     | 0.7658    | 
418     | 0.7658    | 
419     | 0.7658    | 
420     | 0.7659    | 
421     | 0.7659    | 
422     | 0.766     | 
423     | 0.766     | 
424     | 0.766     | 
425     | 0.7659    | 
426     | 0.766     | 
427     | 0.7661    | 
428     | 0.7661    | 
429     | 0.7661    | 
430     | 0.7662    | 
431     | 0.7663    | 
432     | 0.7661    | 
433     | 0.7659    | 
434     | 0.766     | 
435     | 0.7662    | 
436     | 0.7662    | 
437     | 0.7662    | 
438     | 0.7662    | 
439     | 0.7662    | 
440     | 0.766     | 
441     | 0.7667    | 
442     | 0.7666    | 
443     | 0.7667    | 
444     | 0.7669    | 
445     | 0.767     | 
446     | 0.7671    | 
447     | 0.767     | 
448     | 0.767     | 
449     | 0.7672    | 
450     | 0.7672    | 
451     | 0.7672    | 
452     | 0.767     | 
453     | 0.767     | 
454     | 0.767     | 
455     | 0.7672    | 
456     | 0.7672    | 
457     | 0.7672    | 
458     | 0.7674    | 
459     | 0.7675    | 
460     | 0.7674    | 
461     | 0.7674    | 
462     | 0.7672    | 
463     | 0.7673    | 
464     | 0.7673    | 
465     | 0.7674    | 
466     | 0.7675    |
467     | 0.7676    | 
468     | 0.7677    | 
469     | 0.7677    | 
470     | 0.7677    | 
471     | 0.7675    | 
472     | 0.7673    | 
473     | 0.7676    | 
474     | 0.7675    | 
475     | 0.7675    | 
476     | 0.7678    | 
477     | 0.7679    | 
478     | 0.7679    | 
479     | 0.7678    | 
480     | 0.768     | 
481     | 0.768     | 
482     | 0.7679    | 
483     | 0.7679    | 
484     | 0.7681    | 
485     | 0.7681    | 
486     | 0.7681    | 
487     | 0.7684    | 
488     | 0.7684    | 
489     | 0.7684    | 
490     | 0.7684    | 
491     | 0.7684    | 
492     | 0.7684    | 
493     | 0.7683    | 
494     | 0.7683    | 
495     | 0.7684    | 
496     | 0.7682    | 
497     | 0.7683    | 
498     | 0.7683    | 
499     | 0.7683    | 
500     | 0.7682    | 
501     | 0.7682    | 
502     | 0.7684    | 
503     | 0.7684    | 
504     | 0.7685    | 
505     | 0.7684    | 
506     | 0.7685    | 
507     | 0.7685    | 
508     | 0.7686    | 
509     | 0.7686    | 
510     | 0.7686    | 
511     | 0.7687    | 
512     | 0.7687    | 
513     | 0.7687    | 
514     | 0.7686    | 
515     | 0.7686    | 
516     | 0.7688    | 
517     | 0.7687    | 
518     | 0.7687    | 
519     | 0.7688    | 
520     | 0.7688    | 
521     | 0.7689    | 
522     | 0.7689    | 
523     | 0.769     | 
524     | 0.769     | 
525     | 0.769     | 
526     | 0.7692    | 
527     | 0.7692    | 
528     | 0.7693    | 
529     | 0.7694    | 
530     | 0.7694    | 
531     | 0.7696    | 
532     | 0.7696    | 
533     | 0.7698    | 
534     | 0.7698    | 
535     | 0.7698    | 
536     | 0.77      | 
537     | 0.7701    | 
538     | 0.77      | 
539     | 0.7702    | 
540     | 0.7702    | 
541     | 0.7702    | 
542     | 0.7704    | 
543     | 0.7703    | 
544     | 0.7704    | 
545     | 0.7705    | 
546     | 0.7706    | 
547     | 0.7706    | 
548     | 0.7706    | 
549     | 0.7708    | 
